step,wallclock_seconds,split,loss
0,7.944436287,train,9.26214599609375
0,8.007330224,valid,9.258138656616211
10,9.552671133,train,8.47121810913086
20,11.080520209,train,7.496524810791016
30,12.609631419,train,6.227791786193848
40,14.138390879,train,5.198444366455078
50,15.667401304999999,train,4.560155391693115
60,17.195768466,train,4.117940902709961
70,18.722104566,train,3.690647602081299
80,20.248843213,train,3.5180110931396484
90,21.775460344,train,3.3691868782043457
100,23.30292963,train,3.1416430473327637
100,23.355340299,valid,3.2572860717773438
110,24.881390291,train,3.0698161125183105
120,26.407079778999996,train,3.020022392272949
130,27.934647272000003,train,2.894846200942993
140,29.461499485,train,2.8454465866088867
150,30.989167434,train,2.7974448204040527
160,32.515180805,train,2.668959856033325
170,34.040831495999996,train,2.694598913192749
180,35.56724362600001,train,2.7023441791534424
190,37.09372071599999,train,2.6093215942382812
200,38.619258825,train,2.6422200202941895
200,38.671768580999995,valid,2.6018967628479004
210,40.199477825,train,2.5552926063537598
220,41.726866423000004,train,2.5103392601013184
230,43.25320997,train,2.524559736251831
240,44.779533228000005,train,2.5150258541107178
250,46.305344863,train,2.3998067378997803
260,47.833457863999996,train,2.375359535217285
270,49.360549812,train,2.3513853549957275
280,50.88619589299999,train,2.359417676925659
290,52.411864533,train,2.3557512760162354
300,53.938363851000005,train,2.4264020919799805
300,53.991077856000004,valid,2.366713047027588
310,55.518548886999994,train,2.3033266067504883
320,57.04456384299999,train,2.310173749923706
330,58.572127417999994,train,2.2500572204589844
340,60.098188288,train,2.2813401222229004
350,61.62476841099999,train,2.21311616897583
360,63.150100014,train,2.2739579677581787
370,64.67523018199999,train,2.1789534091949463
380,66.200958481,train,2.212343215942383
390,67.728709174,train,2.271113634109497
400,69.25470566,train,2.191237211227417
400,69.308275852,valid,2.259324550628662
410,70.834506143,train,2.1503286361694336
420,72.360687005,train,2.186319351196289
430,73.88838497799999,train,2.136640787124634
440,75.414113135,train,2.1073575019836426
450,76.940119914,train,2.104827880859375
460,78.465332574,train,2.099979877471924
470,79.991778864,train,2.1108999252319336
480,81.51654962399999,train,2.0572452545166016
490,83.043289072,train,2.053788423538208
500,84.56788688,train,2.0687921047210693
500,84.622324776,valid,2.1562466621398926
510,86.149174542,train,2.062164783477783
520,87.675855793,train,2.101442813873291
530,89.20135085199999,train,2.065911054611206
540,90.728438044,train,1.9672882556915283
550,92.254703925,train,1.995943546295166
560,93.781902135,train,2.013937473297119
570,95.306044629,train,2.049405574798584
580,96.830331276,train,2.0239362716674805
590,98.356348938,train,2.042902946472168
600,99.884705326,train,1.9419249296188354
600,99.938952235,valid,1.9837541580200195
610,101.46368491599999,train,2.0191287994384766
620,102.99236270899999,train,1.9974114894866943
630,104.519725942,train,2.022937297821045
640,106.047617842,train,1.9791918992996216
650,107.578803651,train,1.999855399131775
660,109.10965763,train,1.9430102109909058
670,110.63905359099999,train,1.9444763660430908
680,112.169085672,train,1.9370607137680054
690,113.69613127,train,1.9174458980560303
700,115.229014646,train,1.8647441864013672
700,115.29119019699999,valid,1.9651848077774048
710,116.817360947,train,1.9951227903366089
720,118.34782002499999,train,1.9556434154510498
730,119.87580808199999,train,1.9352796077728271
740,121.407054161,train,1.906890630722046
750,122.932894677,train,1.9391762018203735
760,124.463048234,train,1.871013879776001
770,125.99346092999998,train,1.8813852071762085
