step,wallclock_seconds,split,layer,mean_l2_norm
230,44.00909312900001,train,0,22.194963455200195
230,44.00909312900001,train,1,22.225900650024414
230,44.00909312900001,train,2,22.206024169921875
230,44.00909312900001,train,3,24.631919860839844
240,45.561890375999994,train,0,22.173851013183594
240,45.561890375999994,train,1,22.201702117919922
240,45.561890375999994,train,2,22.183727264404297
240,45.561890375999994,train,3,24.70574378967285
250,47.116092179999995,train,0,22.154621124267578
250,47.116092179999995,train,1,22.174896240234375
250,47.116092179999995,train,2,22.16057777404785
250,47.116092179999995,train,3,24.774641036987305
260,48.669953457000005,train,0,22.134765625
260,48.669953457000005,train,1,22.14920997619629
260,48.669953457000005,train,2,22.135591506958008
260,48.669953457000005,train,3,24.85201072692871
270,50.221601795,train,0,22.113243103027344
270,50.221601795,train,1,22.124181747436523
270,50.221601795,train,2,22.11302947998047
270,50.221601795,train,3,24.921024322509766
280,51.773686758,train,0,22.095190048217773
280,51.773686758,train,1,22.102046966552734
280,51.773686758,train,2,22.09157943725586
280,51.773686758,train,3,24.986047744750977
290,53.32555640300001,train,0,22.07628631591797
290,53.32555640300001,train,1,22.079898834228516
290,53.32555640300001,train,2,22.066768646240234
290,53.32555640300001,train,3,25.057640075683594
300,54.876337480000004,train,0,22.058414459228516
300,54.876337480000004,train,1,22.056812286376953
300,54.876337480000004,train,2,22.044782638549805
300,54.876337480000004,train,3,25.130207061767578
300,54.933630820000005,valid,0,22.05626678466797
300,54.933630820000005,valid,1,22.054452896118164
300,54.933630820000005,valid,2,22.042617797851562
300,54.933630820000005,valid,3,25.13524627685547
310,56.486675647,train,0,22.038818359375
310,56.486675647,train,1,22.032724380493164
310,56.486675647,train,2,22.024272918701172
310,56.486675647,train,3,25.194677352905273
320,58.041523997,train,0,22.019580841064453
320,58.041523997,train,1,22.008392333984375
320,58.041523997,train,2,22.001367568969727
320,58.041523997,train,3,25.263673782348633
330,59.596460018,train,0,22.00151824951172
330,59.596460018,train,1,21.983049392700195
330,59.596460018,train,2,21.9790096282959
330,59.596460018,train,3,25.335363388061523
340,61.149256548,train,0,21.983171463012695
340,61.149256548,train,1,21.956748962402344
340,61.149256548,train,2,21.958324432373047
340,61.149256548,train,3,25.400339126586914
350,62.702304616000006,train,0,21.966907501220703
350,62.702304616000006,train,1,21.933467864990234
350,62.702304616000006,train,2,21.936288833618164
350,62.702304616000006,train,3,25.469345092773438
360,64.256586557,train,0,21.95086097717285
360,64.256586557,train,1,21.910842895507812
360,64.256586557,train,2,21.915584564208984
360,64.256586557,train,3,25.534954071044922
370,65.810023271,train,0,21.933183670043945
370,65.810023271,train,1,21.888317108154297
370,65.810023271,train,2,21.894542694091797
370,65.810023271,train,3,25.59703826904297
380,67.363304072,train,0,21.917774200439453
380,67.363304072,train,1,21.864761352539062
380,67.363304072,train,2,21.871549606323242
380,67.363304072,train,3,25.6591796875
390,68.91770274400001,train,0,21.899978637695312
390,68.91770274400001,train,1,21.842872619628906
390,68.91770274400001,train,2,21.852046966552734
390,68.91770274400001,train,3,25.726972579956055
400,70.47134338000001,train,0,21.883506774902344
400,70.47134338000001,train,1,21.818439483642578
