step,wallclock_seconds,split,loss
0,2.203540189,train,9.255980491638184
0,2.2599583160000005,valid,8.46895980834961
10,3.8155972370000004,train,4.927846431732178
20,5.3563438560000005,train,4.045567989349365
30,6.896692861,train,3.6930294036865234
40,8.437176903000001,train,3.5061912536621094
50,9.975489371,train,3.4278550148010254
60,11.515634068,train,3.2440996170043945
70,13.054321349,train,3.1158196926116943
80,14.596992347999999,train,3.0081987380981445
90,16.145135938,train,2.9000120162963867
100,17.697069562,train,2.830214262008667
100,17.761482788,valid,2.8370707035064697
110,19.311115844,train,2.8394618034362793
120,20.858634658,train,2.671536445617676
130,22.399092913999997,train,2.676436424255371
140,23.938810755,train,2.670437812805176
150,25.479333274,train,2.5530238151550293
160,27.017776121999997,train,2.464395046234131
170,28.556238853,train,2.485851764678955
180,30.095679992999997,train,2.3916518688201904
190,31.634862778,train,2.4970624446868896
200,33.17523733,train,2.4334378242492676
200,33.22579173,valid,2.3773186206817627
210,34.765600905999996,train,2.3094241619110107
220,36.304448556,train,2.3816635608673096
230,37.843861347,train,2.315169334411621
240,39.381991669,train,2.336609363555908
250,40.921966137,train,2.2686734199523926
260,42.462905795,train,2.2054367065429688
270,44.003028133,train,2.2089173793792725
280,45.543270506999995,train,2.2207798957824707
290,47.081377326,train,2.2240922451019287
300,48.620899258,train,2.149689197540283
300,48.671877333,valid,2.1713857650756836
310,50.212617234,train,2.159428596496582
320,51.754174299999995,train,2.198427677154541
330,53.295848676999995,train,2.15655517578125
340,54.836779621,train,2.130103349685669
350,56.377948317,train,2.097055435180664
360,57.918006367,train,2.1528964042663574
370,59.456971226,train,2.0798470973968506
380,60.997169766,train,2.044590473175049
390,62.537882158,train,2.0726380348205566
400,64.076854181,train,2.005380153656006
400,64.12817738,valid,2.047935962677002
410,65.670867597,train,2.04595685005188
420,67.212109939,train,2.1052823066711426
430,68.752663205,train,1.96647047996521
440,70.292540872,train,1.9941480159759521
450,71.83284423799999,train,2.0153658390045166
460,73.374482942,train,2.0097768306732178
470,74.914890474,train,1.97235107421875
480,76.455515645,train,1.9818832874298096
490,77.995184909,train,2.002707004547119
500,79.534072759,train,1.936251163482666
500,79.584872215,valid,1.934203863143921
