step,wallclock_seconds,split,layer,mean_l2_norm
780,91.640328377,train,0,21.388790130615234
780,91.640328377,train,1,21.15731430053711
780,91.640328377,train,2,22.096744537353516
780,91.640328377,train,3,27.724708557128906
790,92.78553874900001,train,0,21.380813598632812
790,92.78553874900001,train,1,21.14434051513672
790,92.78553874900001,train,2,22.07687759399414
790,92.78553874900001,train,3,27.75032615661621
800,93.93067271800001,train,0,21.37605857849121
800,93.93067271800001,train,1,21.127445220947266
800,93.93067271800001,train,2,22.054851531982422
800,93.93067271800001,train,3,27.786022186279297
800,93.97037102300001,valid,0,21.375160217285156
800,93.97037102300001,valid,1,21.1284122467041
800,93.97037102300001,valid,2,22.062137603759766
800,93.97037102300001,valid,3,27.788990020751953
810,95.117238955,train,0,21.366947174072266
810,95.117238955,train,1,21.114009857177734
810,95.117238955,train,2,22.036434173583984
810,95.117238955,train,3,27.80831527709961
820,96.26242370300001,train,0,21.359058380126953
820,96.26242370300001,train,1,21.101760864257812
820,96.26242370300001,train,2,22.04757308959961
820,96.26242370300001,train,3,27.840023040771484
830,97.40753919000001,train,0,21.35025405883789
830,97.40753919000001,train,1,21.09280014038086
830,97.40753919000001,train,2,22.050872802734375
830,97.40753919000001,train,3,27.867382049560547
840,98.55279484600001,train,0,21.34166717529297
840,98.55279484600001,train,1,21.081710815429688
840,98.55279484600001,train,2,22.035266876220703
840,98.55279484600001,train,3,27.89754295349121
850,99.69783155600001,train,0,21.33371353149414
850,99.69783155600001,train,1,21.064258575439453
850,99.69783155600001,train,2,22.02391815185547
850,99.69783155600001,train,3,27.931793212890625
860,100.84301166200001,train,0,21.325719833374023
860,100.84301166200001,train,1,21.053539276123047
860,100.84301166200001,train,2,22.029781341552734
860,100.84301166200001,train,3,27.95172882080078
870,101.98828091700001,train,0,21.316524505615234
870,101.98828091700001,train,1,21.04736328125
870,101.98828091700001,train,2,22.04253387451172
870,101.98828091700001,train,3,27.972942352294922
880,103.133447402,train,0,21.308507919311523
880,103.133447402,train,1,21.03109359741211
880,103.133447402,train,2,22.010608673095703
880,103.133447402,train,3,27.99694061279297
890,104.27852945800001,train,0,21.301652908325195
890,104.27852945800001,train,1,21.017822265625
890,104.27852945800001,train,2,22.000530242919922
890,104.27852945800001,train,3,28.01861572265625
900,105.42356003100001,train,0,21.29558563232422
900,105.42356003100001,train,1,21.008373260498047
900,105.42356003100001,train,2,21.987201690673828
900,105.42356003100001,train,3,28.041845321655273
900,105.463319745,valid,0,21.29485321044922
900,105.463319745,valid,1,21.009849548339844
900,105.463319745,valid,2,21.991798400878906
900,105.463319745,valid,3,28.04349136352539
910,106.609201516,train,0,21.289749145507812
910,106.609201516,train,1,20.998077392578125
910,106.609201516,train,2,21.99835968017578
910,106.609201516,train,3,28.05545425415039
920,107.75442945,train,0,21.282814025878906
920,107.75442945,train,1,20.985294342041016
920,107.75442945,train,2,21.98371124267578
920,107.75442945,train,3,28.077274322509766
930,108.899690983,train,0,21.276493072509766
930,108.899690983,train,1,20.9718017578125
930,108.899690983,train,2,21.97873306274414
930,108.899690983,train,3,28.10147476196289
940,110.04481562800001,train,0,21.268388748168945
940,110.04481562800001,train,1,20.961345672607422
940,110.04481562800001,train,2,21.97845458984375
940,110.04481562800001,train,3,28.116069793701172
950,111.189987223,train,0,21.261873245239258
950,111.189987223,train,1,20.951133728027344
950,111.189987223,train,2,21.975555419921875
950,111.189987223,train,3,28.138078689575195
960,112.33513397700001,train,0,21.255352020263672
960,112.33513397700001,train,1,20.94121742248535
960,112.33513397700001,train,2,21.9813175201416
960,112.33513397700001,train,3,28.156192779541016
970,113.480775644,train,0,21.247671127319336
970,113.480775644,train,1,20.92059326171875
970,113.480775644,train,2,21.946805953979492
970,113.480775644,train,3,28.175762176513672
980,114.628001737,train,0,21.24025535583496
980,114.628001737,train,1,20.91006851196289
980,114.628001737,train,2,21.94057846069336
980,114.628001737,train,3,28.192935943603516
990,115.77318236,train,0,21.232036590576172
990,115.77318236,train,1,20.908206939697266
990,115.77318236,train,2,21.97124481201172
990,115.77318236,train,3,28.203834533691406
