step,wallclock_seconds,split,loss
0,2.8317553239999995,train,9.266192436218262
0,2.8858645220000003,valid,8.531277656555176
10,4.435318231,train,4.810302734375
20,5.972236379999999,train,4.063477039337158
30,7.510418435999999,train,3.704857349395752
40,9.049403529,train,3.519148349761963
50,10.587948225000002,train,3.4010543823242188
60,12.125691213,train,3.1650173664093018
70,13.664842675,train,3.1074233055114746
80,15.202904113999999,train,2.9748520851135254
90,16.741884061,train,2.8701000213623047
100,18.280897805,train,2.7996420860290527
100,18.331803644,valid,2.8320376873016357
110,19.872633893,train,2.7645373344421387
120,21.412242063999997,train,2.7557783126831055
130,22.951835321,train,2.6633458137512207
140,24.490603248,train,2.588400363922119
150,26.030213677,train,2.5397439002990723
160,27.569801675999997,train,2.5594825744628906
170,29.109017282,train,2.4952123165130615
180,30.648709084999997,train,2.512345790863037
190,32.187929645000004,train,2.425229072570801
200,33.729247066,train,2.402907371520996
200,33.779949089000006,valid,2.4066684246063232
210,35.318238210000004,train,2.3039445877075195
220,36.858594687,train,2.3347675800323486
230,38.399727832,train,2.3050060272216797
240,39.937464969000004,train,2.2595014572143555
250,41.475306288000006,train,2.258985996246338
260,43.013428891000004,train,2.2964043617248535
270,44.552336162,train,2.167818546295166
280,46.091559058,train,2.23797869682312
290,47.630016148,train,2.152841567993164
300,49.169826673,train,2.201212167739868
300,49.221461265,valid,2.1512889862060547
310,50.761430835000006,train,2.116668224334717
320,52.299802376,train,2.1842713356018066
330,53.840448189,train,2.12959361076355
340,55.381119852000005,train,2.1067419052124023
350,56.921124109000004,train,2.093566417694092
360,58.460356446000006,train,2.079667091369629
370,59.999363429000006,train,2.1234655380249023
380,61.538857555,train,2.067765235900879
390,63.079350974,train,2.0544891357421875
400,64.61933746999999,train,2.09830379486084
400,64.67125827599999,valid,1.9422880411148071
410,66.209822285,train,2.1269795894622803
420,67.748723484,train,1.989997148513794
430,69.286819841,train,2.012373924255371
440,70.825202339,train,2.0068166255950928
450,72.363770277,train,2.0548009872436523
460,73.902618417,train,2.014662742614746
470,75.44109883499999,train,1.977663516998291
480,76.979491185,train,1.9924182891845703
490,78.51815116899999,train,1.9779235124588013
500,80.058519617,train,1.9973492622375488
500,80.109382236,valid,1.9865597486495972
510,81.64830400999999,train,1.975454568862915
520,83.18822430899999,train,1.9389631748199463
530,84.728149766,train,1.9234845638275146
540,86.26967820499999,train,2.0255141258239746
550,87.810467281,train,1.999030351638794
560,89.350607302,train,1.895744800567627
570,90.88944407199999,train,1.925528645515442
580,92.429719049,train,1.912673830986023
590,93.969477817,train,1.9142886400222778
600,95.50995163399999,train,1.8521537780761719
600,95.56117417499999,valid,1.9181561470031738
610,97.102082333,train,1.8823511600494385
620,98.642844559,train,1.9010549783706665
630,100.181973992,train,1.9313504695892334
640,101.720638135,train,1.921203851699829
650,103.25927277,train,1.885263204574585
660,104.79759987599999,train,1.9206209182739258
670,106.336906237,train,1.8838069438934326
680,107.875965555,train,1.8336308002471924
690,109.415384534,train,1.8319917917251587
700,110.954461641,train,1.909928560256958
700,111.005054057,valid,1.851655125617981
710,112.54414605999999,train,1.8882272243499756
720,114.084498341,train,1.8759784698486328
730,115.62383032,train,1.8112115859985352
740,117.164388577,train,1.8040028810501099
750,118.702470921,train,1.8384060859680176
760,120.242197486,train,1.8306779861450195
770,121.781286447,train,1.844740867614746
780,123.32132288999999,train,1.8725523948669434
790,124.861729228,train,1.8085592985153198
800,126.40264244199999,train,1.793258786201477
800,126.453734496,valid,1.8671859502792358
810,127.99238338099998,train,1.8391785621643066
820,129.533766071,train,1.8008198738098145
830,131.073171964,train,1.8130033016204834
840,132.612199062,train,1.7826576232910156
850,134.154046975,train,1.831230640411377
860,135.692758965,train,1.77225923538208
870,137.232728412,train,1.7825708389282227
880,138.77242610800002,train,1.789607048034668
890,140.312860988,train,1.7716608047485352
900,141.85169486400002,train,1.7419421672821045
900,141.903543261,valid,1.7664344310760498
